"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"ngồi cày lại Kỹ năng mềm mệt vl 😭 hz","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn Lý sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lập trenh cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ôn Cơ sở dữ liệu sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"cuối tuần phải review lại Lập trình cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"on Toan sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"hom nay on tập Kỹ nyng mềm nhe mọi người","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"ôn Lý sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"hôm nay ôn tập Cơ sở dữ liệu nhé mọi người vkl","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"cuối tuần phải review lại Toán cho kỹ 😂","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi cày lại Toán mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Lập trenh cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"cuối tuần phải review lại Lý cho kỹ ak","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"ngồi coy lại Triết mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Hóa sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Lập trình mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Triết cho kỹ ak","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Hóa nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ôn Kỹ năng mềm sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"nhớ mang theo laptop thực hành Kỹ năng mềm nha vkl","Nhắc nhở","NhacNho","2","0","low","","none"
"aừng quen nộp lệ phi học Kỹ nyng mềm ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Toán ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Triết nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Hóa nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Mạng may tinh tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Triết nha 😂","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Lý ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Hóa tuần sau 👍","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Kỹ nyng mềm tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Lập trình nha 👍","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi 😭","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Lập trenh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Kỹ năng mềm nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Triết ae ơi 👍","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau 🔥","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Hóa tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi ak","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha zz","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Lý ae ơi 🔥","Nhắc nhở","NhacNho","1","0","low","","none"
"chu u lịch học bo Toan tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Triết ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Hóa ae ơi zz","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Lu nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Toán tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Hóa tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Mạng may tinh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"aừng quen nộp lệ phi học Hoa ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Triết nha 👍","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Lý nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Lập trình tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"aừng quen nộp lệ phi học Lập trenh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"chu u lịch học bo Triết tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Hóa nha 👍","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Lập trenh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Cd sở dữ liệu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Kỹ năng mềm ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Kỹ năng mềm nha","Nhắc nhở","NhacNho","2","0","low","","none"
"aừng quen nộp lệ phi học Lập trenh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Kỹ năng mềm nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Hóa nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Hóa ae ơi 😂","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Toán ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Toan tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực honh Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi hz","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Mạng may tinh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Cd sở dữ liệu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Lập trình ae ơi 😭","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Hóa tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Mạng may tinh tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực honh Toan nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Lý ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lý nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi zz","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực honh Lập trenh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Lý nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau zz","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi 😂","Nhắc nhở","NhacNho","1","0","low","","none"
"chu u lịch học bo Toan tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Lập trenh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha 🔥","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Lý ae ơi hz","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Toán tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Hóa ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha 👍","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Lập trình tuần sau zz","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Mạng máy tính nha 🔥","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Triết tuần sau 😂","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Hóa nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Lập trình ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Lập trình ae ơi 👍","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Kỹ nyng mềm ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chu u lịch học bo Lập trenh tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Toan ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha vkl","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Hoa nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi 🔥","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi 🔥","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Mạng máy tính nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"aừng quen nộp lệ phi học Lập trenh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Lập trình nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Hóa tuần sau 👍","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Triết ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Hóa ae ơi zz","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Mạng máy tính tuần sau 😂","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Hóa nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực hành Lập trình nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Lý ae ơi 😂","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Triết tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"aừng quen nộp lệ phi học Triết ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Hóa tuần sau 🔥","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Hóa tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Kỹ năng mềm ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Lý nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chu u lịch học bo Lu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Mạng may tinh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chu u lịch học bo Cd sở dữ liệu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi 🔥","Nhắc nhở","NhacNho","1","0","low","","none"
"chu u lịch học bo Cd sở dữ liệu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Toán tuần sau 👍","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Toán nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Kỹ năng mềm tuần sau hz","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Kỹ năng mềm ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Toán tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Toán ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chu u lịch học bo Cd sở dữ liệu tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Kỹ năng mềm tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực honh Toan nha","Nhắc nhở","NhacNho","2","0","low","","none"
"nhớ mang theo laptop thực honh Mạng may tinh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Triết tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Mạng máy tính nha","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Kỹ năng mềm tuần sau 😭","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Lập trình ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Lập trình ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Lập trình ae ơi 🔥","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Cơ sở dữ liệu ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Hóa ae ơi 😂","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Toán nha 👍","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Hóa ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha 😂","Nhắc nhở","NhacNho","2","0","low","","none"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau 😂","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Toán tuần sau ak","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"đừng quên nộp lệ phí học Triết ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chú ý lịch học bù Lập trình tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Lý nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Lập trình ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"nhớ mang theo laptop thực honh Lập trenh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"đừng quên nộp lệ phí học Kỹ năng mềm ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
